pdf_index,ref,title,introduction
pdf1477.pdf,https://leimao.github.io/blog/Maximum-Likelihood-Estimation-Ngram/,#L2.2,Maximum Likelihood Estimation of N-Gram Model Parameters
pdf1478.pdf,https://aclanthology.org/I05-3019.pdf,#L2.1,"This paper describes a Chinese word
segmentation system based on unigram
language model for resolving segmentation ambiguities"
pdf1479.pdf,https://www.fon.hum.uva.nl/rob/Courses/InformationInSpeech/CDROM/Literature/LOTwinterschool2006/homepages.inf.ed.ac.uk/s0450736/slm.html,#L2.1,The goal of Statistical Language Modeling is to build a statistical language model that can estimate the distribution of natural language as accurate as possible. A statistical language model (SLM)...
pdf1480.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,This article has the summary of all smoothing techniques which can be ...,No Preview Available
pdf1481.pdf,https://citeseerx.ist.psu.edu/document?repid=rep1,#L2.1,A review of statistical language model adaptation.
pdf1482.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,"This note introduced many different smoothing for language model, some...",Smoothing for Language Models
pdf1483.pdf,https://www.freecodecamp.org/news/an-introduction-to-part-of-speech-tagging-and-the-hidden-markov-model-953d45338f24/,This article explains POS tagging and its solutions which use HMM whic...,No Preview Available
pdf1484.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,This article explains laplace smoothing explained in #L2.2 and also ot...,No Preview Available
pdf1485.pdf,https://en.wikipedia.org/wiki/Part-of-speech_tagging,Explains POS tagging in #L2.1,Part-of-speech tagging
pdf1486.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,Provides an introduction of smoothing and why we need to use smoothing...,Introduction to Smoothing Techniques for Language Models
pdf1487.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,#L2.2,"A notable problem with the MLE approach is sparse data. Meaning, any N-gram that appeared a sufficient number of times might have a reasonable estimate for its probability. But because any corpus i..."
pdf1488.pdf,file:///C:/Users/maiph/uiuc/spring2023/CS 510/Estimation_of_probabilities_from_Sparse_data_for_t.pdf,This paper describe another method to deal with probability of rare ev...,reduce unreliable probability estimates given by the observed frequencies and redistribute the “freed” probability “mass” among m-grams which never occurred in the text.
pdf1489.pdf,https://towardsdatascience.com/part-of-speech-tagging-for-beginners-3a0754b2ebba,"This webpage introducte Part of Speech Tagging, also it introduce the ...",Part Of Speech Tagging
pdf1490.pdf,https://devopedia.org/n-gram-model,Explains n-gram model. (#L2.2),"Given a sequence of N-1 words, an N-gram model predicts the most probable word that might follow this sequence. It's a probabilistic model that's trained on a corpus of text. Such a model is useful..."
pdf1491.pdf,http://mlwiki.org/index.php/Statistical_Language_Models,Explains statistical language models (#L2.1),"A statistical language model (Language Model for short) is a probability distribution over sequences of words (i.e. over sentences)

It assigns any sentence a probability it's a probability of se..."
pdf1492.pdf,https://en.wikipedia.org/wiki/Language_model,Explains language model (#L2.1),"A language model is a probability distribution over sequences of words.[1] Given any sequence of words of length m, a language model assigns a probability 
���
(
���
1
,
…
,
���
���
)
 t..."
pdf1493.pdf,https://en.wikipedia.org/wiki/Katz's_back-off_model,Explains a backoff model for n-gram (#L2.3),Katz's back-off model
pdf1494.pdf,https://www.geeksforgeeks.org/n-gram-language-modelling-with-nltk/,Explains a python package for n-gram models (#L2.2),N-Gram Language Modelling with NLTK
pdf1495.pdf,https://nlp.stanford.edu/~wcmac/papers/20050421-smoothing-tutorial.pdf,Introduction to smoothing methods and their comparison.,Introduction to smoothing techniques.#L2.3
pdf1496.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,N-gram language model,"Statistical language models, in its essence, are the type of models that assign probabilities to the sequences of words. In this article, we’ll understand the simplest model that assigns probabilit..."
pdf1497.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,N-gram introduction about #L2.2,N-gram Language Model
pdf1498.pdf,https://machinelearningmastery.com/statistical-language-modeling-and-neural-language-models/,Statistical language model,Gentle Introduction to Statistical Language Modeling and Neural Language Models
pdf1499.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,A chapter for N-gram language model,A detailed overview of N-gram Language Model.#L2.2
pdf1500.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,a useful explanation of Dirichlet Prior Smoothing covered in Lecture #...,"Dirichlet Prior Smoothing
It's a Bayesian Smoothing with special prior: Dirichlet Distribution

Dir(θ∣α)=Γ(∑iαi)∏iΓ(α1)⋅∏iθαi−1i
Dir
(
���
∣
���
)
=
Γ
(
∑
���
���
���
)
∏
���
Γ..."
pdf1501.pdf,https://en.wikipedia.org/wiki/Additive_smoothing,a useful explanation of Additive smoothing covered in Lecture #L2.2,Additive smoothing
pdf1502.pdf,https://en.wikipedia.org/wiki/Language_model,a useful explanation of Language Model covered in Lecture #L2.1,"A language model is a probability distribution over sequences of words.[1] Given any sequence of words of length m, a language model assigns a probability 
���
(
���
1
,
…
,
���
���
)
 t..."
pdf1503.pdf,https://www.youtube.com/watch?v=QGT6XTeA3YQ,Smoothing Techniques with examples#L2.3,N-Gram Smoothing Techniques
pdf1504.pdf,https://numpy-ml.readthedocs.io/en/latest/numpy_ml.ngram.html,This describes some useful concepts related Smoothing methods mentione...,N-gram smoothing models
pdf1505.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,This describes some useful concepts discussed in lecture #L2.1,Language Models: N-Gram
pdf1506.pdf,https://towardsdatascience.com/statistical-language-models-4e539d57bcaa,Real-World applications of SLM #L2.1,Statistical Language Models
pdf1507.pdf,https://www.engati.com/glossary/statistical-language-modeling,Give a defination of statistical language modeling and several statist...,statistical language modeling
pdf1508.pdf,https://web.stanford.edu/~jurafsky/slp3/4.pdf,"#L2.1 Naive bayes for text classification tasks, as a language model","Section 4.5, 4.6"
pdf1509.pdf,https://jon.dehdari.org/tutorials/lm_overview.pdf,Comprehensive overview of N-gram models #L2.2,A Short Overview of Statistical Language Models
pdf1510.pdf,https://medium.com/mti-technology/n-gram-language-model-b7c2fc322799,Practice of the Unigram model,"In part 1 of the project, I will introduce the unigram model i.e. model based on single words. Then, I will demonstrate the challenge of predicting the probability of “unknown” words — words the mo..."
pdf1511.pdf,https://www.sciencedirect.com/science/article/pii/S1877050921012382,Research paper on N-Gram language model,"Modeling a natural language aims to build systems that are able to reproduce, correct and more or less predict the structure of a given language; moreover it summarizes the general knowledge relate..."
pdf1512.pdf,https://www.tidytextmining.com/ngrams.html,N-Gram and correlations,"In this chapter, we’ll explore some of the methods tidytext offers for calculating and visualizing relationships between words in your text dataset. This includes the token = ""ngrams"" argument, whi..."
pdf1513.pdf,https://towardsdatascience.com/statistical-language-models-4e539d57bcaa,"A useful explanation of SLM covered in Lecture #L2.1

From simple to...",Statistical Language Models
pdf1514.pdf,https://en.wikipedia.org/wiki/Katz's_back-off_model,Explanation of Katz's back-off model #L2.3,Katz's back-off model
pdf1515.pdf,https://towardsdatascience.com/laplace-smoothing-in-naïve-bayes-algorithm-9c237a8bdece,L2.2 Explanation of Laplace Smoothing,Laplace smoothing is a smoothing technique that handles the problem of zero probability in Naïve Bayes
pdf1516.pdf,https://machinelearningmastery.com/statistical-language-modeling-and-neural-language-models/,A useful explanation of SLM covered in Lecture #L2.1,Gentle Introduction to Statistical Language Modeling and Neural Language Models
pdf1517.pdf,https://academic.oup.com/comjnl/article/35/3/243/525633,A paper of probabilistic models in information retrieval in #L3.1,an introduction and survey over probabilistic information retrieval (IR)
pdf1518.pdf,https://en.wikipedia.org/wiki/Conjugate_prior,"#L2.3: The WIKIPEDIA page for the topic ""Conjugate prior"" covered in L...",Conjugate prior
pdf1519.pdf,https://dl.acm.org/doi/abs/10.1145/2792838.2796547,#L2.1 An article illustrates that applying Statistical Language Models...,Exploring Statistical Language Models for Recommender Systems
pdf1520.pdf,https://math.stackexchange.com/questions/549887/bayes-theorem-with-multiple-random-variables,explanation on how the special case are derived from bays rule,No Preview Available
pdf1521.pdf,https://numpy-ml.readthedocs.io/en/latest/numpy_ml.ngram.html,#L2.2 Smoothing techniques in Numpy,Good-Turing smoothing is a more sophisticated technique which takes into account the identity of the particular n-gram when deciding the amount of smoothing to apply.
pdf1522.pdf,http://www.phontron.com/slides/nlp-programming-en-01-unigramlm.pdf,L2.1: Language Models Brief overview,No Preview Available
pdf1523.pdf,https://www.researchgate.net/publication/319185209_Estimation_of_Gap_Between_Current_Language_Models_and_Human_Performance,A paper that attempts to gauge the performance gap between current neu...,Estimation of Gap Between Current Language Models and Human Performance
pdf1524.pdf,https://cacm.acm.org/magazines/2022/7/262080-language-models/abstract,Language Models: Brief History,No Preview Available
pdf1525.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,A useful explanation of Smoothing covered in Lecture #L2.3,Smoothing for Language Models
pdf1526.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,A useful explanation of SLM covered in Lecture #L2.3,Language Models: N-Gram
pdf1527.pdf,https://jalammar.github.io/illustrated-word2vec/,L2.1 Skip gram and CBOW architectures as examples of LMs,This is called a Continuous Bag of Words architecture and is described in one of the word2vec papers [pdf]. Another architecture that also tended to show great results does things a little differen...
pdf1528.pdf,https://www.geeksforgeeks.org/n-gram-language-modelling-with-nltk/,#L2.2 A python implementation of N-Gram Language Model,N-Gram Language Modelling with NLTK
pdf1529.pdf,http://www.foldl.me/2014/kneser-ney-smoothing/,Explanation of Kneser-Ney smoothing #L2.3,Kneser-Ney smoothing
pdf1530.pdf,https://ieeexplore.ieee.org/document/8257905,This page was informative as it contained a useful explanation of text...,TextScope: Enhance human perception via text mining
pdf1531.pdf,https://aclanthology.org/W98-1121.pdf,#L2.1 An older paper that introduces the concept of POS tagging using ...,No Preview Available
pdf1532.pdf,https://www.youtube.com/watch?v=GiyMGBuu45w,N-gram language model Introduction covered in lecture 2.2,No Preview Available
pdf1533.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,An article explaining the different smoothing techniques used in langu...,"Smoothing techniques in NLP are used to address scenarios related to determining probability / likelihood estimate of a sequence of words (say, a sentence) occuring together when one or more words ..."
pdf1535.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,Explanation of various language smoothing models #L2.3,Smoothing for Language Models
pdf1536.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,#L2.3 An introduction of smoothing techniques in Language Model,Quick Introduction to Smoothing Techniques for Language Models
pdf1537.pdf,https://en.wikipedia.org/wiki/Mixed_Poisson_distribution,"explaining mixed Poisson model, which used to model frequency to impro...",No Preview Available
pdf1538.pdf,https://zhuanlan.zhihu.com/p/27201427,#L2.1#L2.2#L2.3 All three lectures is about statistical language model...,No Preview Available
pdf1539.pdf,https://www.youtube.com/watch?v=GwP8gKa-ij8,L2.3 A tutorial of Good-Turing smoothing,No Preview Available
pdf1540.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,This page explains about good turing smoothing covered in #L2.3,Quick Introduction to Smoothing Techniques for Language Models
pdf1541.pdf,https://medium.com/analytics-vidhya/n-gram-language-models-9021b4a3b6b,This page consists of explanation with examples of N Gram language mod...,N-Gram Language Models
pdf1542.pdf,https://www.fon.hum.uva.nl/rob/Courses/InformationInSpeech/CDROM/Literature/LOTwinterschool2006/homepages.inf.ed.ac.uk/s0450736/slm.html,The page has useful explanation of Statistical Language Modeling cover...,What is Statistical Language Modeling (SLM)
pdf1543.pdf,https://sites.stat.washington.edu/mmp/courses/stat544/Handouts/l7slides-conjugate.pdf,#L2.3 Conjugate priors for the exponential family,No Preview Available
pdf1544.pdf,https://www.analyticsvidhya.com/blog/2020/11/entropy-a-key-concept-for-all-data-science-beginners/,This page consists of details related to entropy that was discussed in...,Entropy – A Key Concept for All Data Science Beginners
pdf1545.pdf,https://citeseerx.ist.psu.edu/document?repid=rep1,An article detailing the performance advantages of Dirichlet Smoothing...,"An Investigation of Dirichlet Prior Smoothing’s
Performance Advantage"
pdf1546.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,"A good overview of the various smoothing techniques, including Additiv...",No Preview Available
pdf1547.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/text-classification-and-naive-bayes-1.html,A useful explanation of Baye's theorem in text retrieval is explained ...,Text classification and Naive Bayes
pdf1548.pdf,https://en.wikipedia.org/wiki/Zipf's_law,"A more detailed explanation and interesting examples of Zipf's Law, wh...","Zipf's law was originally formulated in terms of quantitative linguistics, stating that given some corpus of natural language utterances, the frequency of any word is inversely proportional to its ..."
pdf1549.pdf,https://www.youtube.com/watch?v=Vc2C1NZkH0E,A detailed code and math behind N-gram language model lecture 2.3,No Preview Available
pdf1550.pdf,https://medium.com/mti-technology/n-gram-language-models-b125b9b62e58,#L2.3 N-Gram Language Models: Optimize model interpolation,Optimize model interpolation
pdf1551.pdf,https://vitalflux.com/n-gram-language-models-explained-examples/,#L2.2 N-Gram Language Models Explained with Examples,N-Gram Language Models Explained with Examples
pdf1552.pdf,https://towardsdatascience.com/evolution-of-language-models-n-grams-word-embeddings-attention-transformers-a688151825d2,"#L2.1 Evolution of Language Models: N-Grams, Word Embeddings, Attentio...","Evolution of Language Models: N-Grams, Word Embeddings, Attention & Transformers"
pdf1553.pdf,https://towardsdatascience.com/evolution-of-language-models-n-grams-word-embeddings-attention-transformers-a688151825d2,"#L2.1 Evolution of Language Models: N-Grams, Word Embeddings, Attentio...","Evolution of Language Models: N-Grams, Word Embeddings, Attention & Transformers"
pdf1554.pdf,https://thegradient.pub/understanding-evaluation-metrics-for-language-models/,#L2.3 Evaluation Metrics for SLMs,evaluation for language models
pdf1555.pdf,https://towardsdatascience.com/understanding-term-based-retrieval-methods-in-information-retrieval-2be5eb3dde9f,A great tutorial that first explains general term-based retrieval meth...,BM25 is a probabilistic retrieval framework that extends the idea of TF-IDF and improves some drawbacks of TF-IDF which concern with term saturation and document length. The full BM25 formula looks...
pdf1556.pdf,https://leimao.github.io/blog/Discriminative-Model-VS-Generative-Model/,A great blog that clearly explain the difference between generative mo...,"Sometimes, we would feel confused about the difference between a discriminative model and a generative model. This is because the mathematical definition was not explicitly defined.

In this blog..."
pdf1557.pdf,http://ctp.di.fct.unl.pt/~jmag/ir/slides/a05 Language models.pdf,"In addition to explaining basic probability of n-gram models, the slid...",#L2.3 Smoothing Approaches and Experimental Comparison
pdf1558.pdf,https://snlp2018.github.io/slides/n-grams-handout.pdf,"These slide go through basic concepts, real-life applications, and pro...","#L2.2 N-gram Language Models, Example, and Relating to MLE"
pdf1559.pdf,https://www.mygreatlearning.com/blog/pos-tagging/,This website explains the concepts and techniques of POS tagging in de...,#L2.1 Part of Speech Tagging with Hidden Markov Model
pdf1560.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec11.pdf,This page describes the derivation of the good turing smoothing method...,The good-turing smoothing method
pdf1561.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,This page describes how n-gram language models work #L2.1,N-gram Language Models
pdf1562.pdf,https://www.freecodecamp.org/news/bayes-rule-explained/,This page explains bayes rule and some of the uses for it #L1.2,Bayes' Rule – Explained For Beginners
pdf1563.pdf,https://medium.com/swlh/text-retrieval-vs-database-retrieval-3d13965ea067,This describes the main differences between the challenges faced in da...,Text Retrieval vs Database Retrieval
pdf1564.pdf,https://vitalflux.com/n-gram-language-models-explained-examples/,N-Gram Examples #L2.2,N-Gram Language Models Explained with Examples
pdf1565.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,N-Gram Introduction #L2.2,Language Models: N-Gram
pdf1566.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,N-Gram Introduction,Language Models: N-Gram
pdf1567.pdf,http://mlwiki.org/index.php/Statistical_Language_Models,Statistical Language Models Overview,Statistical Language Models
pdf1568.pdf,https://towardsdatascience.com/relevance-ranking-simplified-e8eeea829713,This describes how some of the basic ranking systems work and are deri...,"Relevance Ranking Simplified
How search engine actually works"
pdf1569.pdf,https://www.cs.toronto.edu/~amnih/papers/threenew.pdf,Three New Graphical Models for Statistical Language Modelling #L2.1,"Propose three new probabilistic language models
that define the distribution of the next word
in a sequence given several preceding words
by using distributed representations of those
words."
pdf1570.pdf,https://sigir.org/wp-content/uploads/2017/06/p268.pdf,"A Study of Smoothing Methods for Language Models
Applied to Ad Hoc In...",No Preview Available
pdf1571.pdf,https://www.geeksforgeeks.org/types-of-queries-in-ir-systems/,Types of Queries in IR Systems #L3.1,Types of Queries in IR Systems
pdf1572.pdf,https://web.stanford.edu/class/ee376a/files/scribes/lecture_notes.pdf,Stanford Information Theory Lecture Notes L1.3,No Preview Available
pdf1573.pdf,https://webspace.maths.qmul.ac.uk/p.j.cameron/notes/prob.pdf,Notes on Probability #L1.2,No Preview Available
pdf1574.pdf,https://medium.com/swlh/text-retrieval-vs-database-retrieval-3d13965ea067,Text Retrieval vs Database Retrieval #L1.1,No Preview Available
pdf1575.pdf,https://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-356.pdf,A very clear explanation of probability. #L1.1,"This technical note describes straightforward techniques for document indexing and retrieval that have been solidly established through extensive testing and are easy to apply.
They are useful for..."
pdf1576.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,Smoothing for Language Models #L2.3,Smoothing for Language Models
pdf1577.pdf,https://safierinx-a.github.io/Katz-Backoff-Implementation/,Implementing Katz’s BackOff Model #L2.3,Implementing Katz’s BackOff Model
pdf1578.pdf,https://www.codingninjas.com/codestudio/library/smoothing-in-nlp,Major Smoothing Techniques #L2.2,Smoothing refers to the technique we use to adjust the probabilities used in the model so that our model can perform more accurately and even handle the words absent in the training set.
pdf1579.pdf,https://www.topbots.com/leading-nlp-language-models-2020/,Leading NLP Language Models #L2.1,"BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding
GPT2: Language Models Are Unsupervised Multitask Learners
XLNet: Generalized Autoregressive Pretraining for Langua..."
pdf1580.pdf,https://online.stat.psu.edu/stat415/lesson/1/1.2,Maximum Likelihood Estimation with three example solutions #L1.2,No Preview Available
pdf1581.pdf,http://boston.lti.cs.cmu.edu/callan/Workshops/lmir01/WorkshopProcs/Papers/lafferty.pdf,A comparison of document generation vs. query generation models for IR...,No Preview Available
pdf1582.pdf,https://www.staff.city.ac.uk/~sbrp622/papers/foundations_bm25_review.pdf,An overview of probabilistic retrieval models based on document genera...,No Preview Available
pdf1583.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,A great introduction to N-Gram language models. #L2.3,Models that assign probabilities to sequences of words are called language model or LMs
pdf1584.pdf,https://aclanthology.org/H05-1025.pdf,"A great incite to predicting using N-Gram language model, #L2.2","Prediction of user behavior is a basis for the construction of assistance systems; it has therefore been
investigated in diverse application areas"
pdf1585.pdf,https://kmwllc.com/index.php/2020/03/20/understanding-tf-idf-and-bm-25/,tf-idf and BM-25 #L3.2,UNDERSTANDING TF-IDF AND BM-25
pdf1586.pdf,https://aclanthology.org/P03-1006.pdf,A great introduction to language models #L2.1,Generalized Algorithms for Constructing Statistical Language Models
pdf1587.pdf,https://www.britannica.com/science/information-theory,A great explanation of information theory,Information theory is a mathematical representation of the conditions and parameters affecting the transmission and processing of information.
pdf1588.pdf,https://www3.cs.stonybrook.edu/~skiena/jaialai/excerpts/node12.html,A great explanation of probability,"Probability deals with predicting the likelihood of future events, while statistics involves the analysis of the frequency of past events."
pdf1589.pdf,https://assets.cambridge.org/97811070/30657/excerpt/9781107030657_excerpt.pdf,What are Bayesian filtering and smoothing? #L2.3,No Preview Available
pdf1590.pdf,https://kavita-ganesan.com/what-are-n-grams/,N-grams model,No Preview Available
pdf1591.pdf,https://pypi.org/project/rank-bm25/,A Python package for BM25 #L3.2,No Preview Available
pdf1592.pdf,https://medium.com/@mlengineer/generative-and-discriminative-models-af5637a66a3,A useful page that helps understand the difference between generative ...,"A Generative Model ‌learns the joint probability distribution p(x,y). A Discriminative model ‌models the decision boundary between the classes."
pdf1593.pdf,https://www.analyticsvidhya.com/blog/2021/07/deep-understanding-of-discriminative-and-generative-models-in-machine-learning/,#L3.1 Introduction to Discriminative and Generative models in ML,No Preview Available
pdf1594.pdf,http://ethen8181.github.io/machine-learning/search/bm25_intro.html,Intuition and implementation of BM25 in #L3.2,Quick Introduction to Okapi BM25
pdf1595.pdf,https://aclanthology.org/P97-1064.pdf,Structured language model mentioned in #L2.1,No Preview Available
pdf1596.pdf,https://arxiv.org/pdf/1910.00577.pdf,An interesting application of structural language model for code compl...,No Preview Available
pdf1597.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4176592/,A detailed discussion of possible explanations of Zipf's law #L2.2,No Preview Available
pdf1598.pdf,https://en.wikipedia.org/wiki/Conjugate_prior,"Wikipedia entry on conjugate prior, related to Dirichlet smoothing cov...",No Preview Available
pdf1599.pdf,https://medium.com/mti-technology/n-gram-language-models-70af02e742ad,How a N-gram LM differs form a Unigram LM in a real world example #L2....,No Preview Available
pdf1600.pdf,https://resources.mpi-inf.mpg.de/departments/d5/teaching/ws13_14/irdm/slides/irdm-3-3.pdf,Slide describing the RSJ (BIM) model with an example and how to apply ...,Binary Independence Model
pdf1601.pdf,https://watermark.silverchair.com/35-3-243.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAucwggLjBgkqhkiG9w0BBwagggLUMIIC0AIBADCCAskGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMLyYPYh6G8kObbmPiAgEQgIICmmI9jBnqwrWuYH27Wc2uRDhJzy7Py8A_JpdOhMaZilIQ0f1AnYAOibkmZ-tJf_57rsNp6FUG71PpvFHrdmSsFlD_Q79V7KtXyx059EuNyA63kWqYR5CDCvkQFQkW4rmfQpjUwl8vhf2xRDYop6ro01kq93du-aM80J6NReLOM7xbFG_6d4gU6vbRIXv2gnHu4SmhY365zw10w0g_rLyii2uGqw-96Y8nvwtiEnFmuJcD2n5JpuPoPLjqJlkZF7mzIitwGW8jVpYLUfVMKKgN8bHh0Vxg5srnZRIRdlTFpJzKPNAolMur7U4HTjhiqrf7VoMRPl_75s3xDnK9MDrI8wBx4UtUIDtzMYeaXvptT2WUns9AtDfIHtCeEJLZKvP_l17vSAuuVFQ5zfRn_Wl9kQDA1bWwCldpFocA_HINm3rMv1_r50xCealOH-siznnn7at07WUntVR3B1UsTOAPHb1tKYnsOQdwW6-UN7L5W0ny6v08usWzoErgmhNUuZGZr-hRIstCPbHC5bSjgxBwctIAM7pBWG1t8_9btaXz7WNluVGYRp4G4jhdYyOvLQMGCT9nGa-iS_MX62OrbWDR5pgyKl_Qhk76JQy2tBS6ykv87Da_FJAs5G4nVKKTYKeWixhURex_H2SivLLb_j5dFfg0GtcvpyVpafJovQ2kUJR4dgMghX1UvyZcbSjgsBAR_ULpH8sqICfhwGaNV4xENvwCsgpeTRBhrvL6FOA2CAozf37RGL2y2uTEpFG_3VyQGE5xMTlTKmuiVVUSe-0g12G25SOz_eiOrzpt1MHqcNaI1W-MyO7r6ANExe_H_w79COzYi5O_5RYxSmhfIVSq9vY2bp3AzPItqAL1RpN3WxHNRRI3DqtbzfBNPA,A review paper on Probabilistic Models in Information Retrieval. Relev...,Probabilistic Models in Information Retrieval
pdf1602.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/estimating-the-query-generation-probability-1.html,The explanation of Query Model Estimation that covered in lecture #L3....,Estimating the query generation probability
pdf1603.pdf,http://mlwiki.org/index.php/Probabilistic_Retrieval_Model,More description about Probability of Relevance that covered in lectur...,Probabilistic Retrieval Model
pdf1604.pdf,https://sigir.org/wp-content/uploads/2017/06/p251.pdf,"#L3.1 Document Language Models, Query Models, and Risk Minimization fo...",A research paper present a framework for IR that combines the document and query generation model in
pdf1605.pdf,https://machinelearningmastery.com/expectation-maximization-em-algorithm/,Expectation-maximization (EM) algorithm #L4.2,"Maximum likelihood estimation is an approach to density estimation for a dataset by searching across probability distributions and their parameters.

It is a general and effective approach that u..."
pdf1606.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/okapi-bm25-a-non-binary-model-1.html,The okapi BM25 formula for standford #L4.1,"Okapi BM25: a non-binary model
The BIM was originally designed for short catalog records and abstracts of fairly consistent length, and it works reasonably in these contexts, but for modern full-t..."
pdf1607.pdf,https://www.quantamagazine.org/how-claude-shannons-information-theory-invented-the-future-20201222/,Claude Shannon And Information theory history,No Preview Available
pdf1608.pdf,https://www.quantamagazine.org/how-claude-shannons-information-theory-invented-the-future-20201222/,Claude Shannon And Information theory history,No Preview Available
pdf1609.pdf,https://www.sciencedirect.com/topics/neuroscience/information-theory,Information Theory,No Preview Available
pdf1610.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,Smoothing for Language Models #L3.2,Smoothing for Language Models
pdf1611.pdf,https://nlp.stanford.edu/IR-book/pdf/11prob.pdf,Probabilistic Information Retrieval #L3.1,No Preview Available
pdf1612.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec05.pdf,Introduction to Robertson/Sparck Jones Probabilistic Retrieval with ex...,Introduction to Robertson/Sparck Jones Probabilistic Retrieval
pdf1613.pdf,http://www.iro.umontreal.ca/~nie/IFT6255/Books/StatisticalLM.pdf,"Statistical Language Models
for Information Retrieval. Related to the...","Statistical Language Models
for Information Retrieval"
pdf1614.pdf,https://vitalflux.com/quick-introduction-smoothing-techniques-language-models/,Introduction to Smoothing Techniques for Language Models as mentioned ...,No Preview Available
pdf1615.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec05.pdf,Explains Robertson-Sparck Jones Model  as mentioned in #L3.1,No Preview Available
pdf1616.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/okapi-bm25-a-non-binary-model-1.html,A clear explanation and examples with the non-binary model for Okapi B...,Okapi BM25: a non-binary model
pdf1617.pdf,https://medium.com/analytics-vidhya/nlp-lecture-series-from-basic-to-advance-level-additional-content-1c1e51c9f936,A detailed extension for Probabilistic IR Model for #L3.1,"Probabilistic Retrieval
When we estimate how relevant a document is to a given query by feeding usual term and document frequency as parameters to a Bayesian model is termed as probabilistic retri..."
pdf1618.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec05.pdf,Lecture notes on Robertson-Sparck Jones Model. Relevant to Lecture #L3...,Robertson-Sparck Jones Model
pdf1619.pdf,https://kmwllc.com/index.php/2020/03/20/understanding-tf-idf-and-bm-25/,Compare TF-IDF and BM-25 #L3.2,UNDERSTANDING TF-IDF AND BM-25
pdf1620.pdf,https://maroo.cs.umass.edu/getpdf.php?id=592,"introduce dirichlet prior smoothing, dirichlet mixtures and the releva...",Dirichlet mixtures
pdf1621.pdf,https://maroo.cs.umass.edu/getpdf.php?id=592,"introduce dirichlet prior smoothing, dirichlet mixtures and the releva...",Dirichlet Mixtures for Query Estimation in Information Retrieval
pdf1622.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/ponte-and-crofts-experiments-1.html,a famous experiment of LM approaching to IR #L3.1,Ponte and Croft's Experiments
pdf1623.pdf,https://www.geeksforgeeks.org/what-is-information-retrieval/,"#L3.1: An clear explanation about the topic ""Information Retrieval"" co...",Information Retrieval
pdf1624.pdf,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.4630270302,Original Paper in #L3.2,"Relevance weighting of search terms
S. E. Robertson, K. Sparck Jones"
pdf1625.pdf,https://www.researchgate.net/publication/327249698_Robertson-Sparck-Jones_Probabilistic_Model_Tutorial,A tutorial on the RSJ probabilistic model #L3.2,No Preview Available
pdf1626.pdf,https://medium.com/analytics-vidhya/nlp-lecture-series-from-basic-to-advance-level-additional-content-1c1e51c9f936,An article on Probabilistic Retrieval #L3.1,No Preview Available
pdf1627.pdf,https://www.countbayesie.com/blog/2019/6/12/logistic-regression-from-bayes-theorem,#L3.1 Logistic Regression with log odds explained,No Preview Available
